DATE,unrate,psr,m2,dspic,pce,reer,ir,ffer,tcs,indpro,ccpi
1987-04-01,6.3,4.5,2781.625,5967.2,3038.8,,8.022857143,6.365333333,,57.3995,117.3
1987-05-01,6.3,8.2,2758.275,6209.1,3048.4,,8.613,6.852903226,,57.7653,117.7
1987-06-01,6.2,7.7,2771.02,6200.8,3072.8,,8.402272727,6.725,,58.0726,117.9
1987-07-01,6.1,7.5,2787.15,6218.1,3094.7,,8.446818182,6.582258065,,58.4772,118.3
1987-08-01,6,7.2,2785.82,6244.2,3130.8,,8.76047619,6.732258065,,58.9076,118.7
1987-09-01,5.9,7.6,2793.55,6244.3,3126.5,,9.421904762,7.216333333,,59.1237,119.2
1987-10-01,6,8.3,2810.675,6284.5,3134.5,,9.52,7.288709677,,59.9408,119.8
1987-11-01,5.8,8.5,2819.28,6308.9,3144.2,,8.860526316,6.693333333,,60.2323,120.1
1987-12-01,5.7,8.7,2837.1,6365.4,3174.1,,8.987727273,6.769677419,,60.5629,120.4
1988-01-01,5.7,8.1,2859.95,6378.8,3213.7,,8.665789474,6.833870968,,60.564,120.9
1988-02-01,5.7,8.6,2855.72,6416,3221.4,,8.212,6.582758621,,60.8632,121.2
1988-03-01,5.7,8.2,2885.325,6442.2,3260.5,,8.373478261,6.575806452,,61.0006,121.7
1988-04-01,5.4,8.8,2927.1,6464.3,3263,,8.7185,6.871666667,,61.3536,122.3
1988-05-01,5.6,8.4,2908.52,6473.4,3293.6,,9.089047619,7.086451613,,61.2454,122.7
1988-06-01,5.4,8.4,2935.125,6497.4,3318.5,,8.921363636,7.509,,61.4107,123.2
1988-07-01,5.4,8.6,2954,6524.5,3342.7,,9.056,7.75483871,,61.4169,123.6
1988-08-01,5.6,8.4,2948.74,6542.8,3368,,9.260434783,8.009032258,,61.7365,124
1988-09-01,5.4,8.9,2951.15,6555.5,3375,,8.977142857,8.193333333,,61.5395,124.7
1988-10-01,5.4,8.6,2959.26,6590.4,3413.7,,8.7955,8.296129032,,61.7996,125.2
1988-11-01,5.3,8.4,2982.825,6592.6,3430.2,,8.9625,8.345,,61.9552,125.6
1988-12-01,5.3,8.3,2997.375,6625.1,3459.7,,9.105714286,8.760322581,,62.2362,126
1989-01-01,5.4,8.5,3001.36,6653.4,3483.7,,9.0915,9.121290323,,62.4165,126.5
1989-02-01,5.2,9,2982.025,6673.2,3488,,9.168947368,9.361071429,,62.1423,126.9
1989-03-01,5,9.5,2998.375,6706.7,3498.8,,9.357727273,9.848709677,,62.3049,127.4
1989-04-01,5.2,8.4,3025.875,6672.3,3543,,9.1755,9.835333333,,62.2966,127.8
1989-05-01,5.2,8.1,2995.54,6641.7,3551.8,,8.859090909,9.809032258,,61.9483,128.3
1989-06-01,5.3,8.2,3021.3,6660.5,3566.6,,8.277272727,9.53,,61.9423,128.8
1989-07-01,5.2,8.2,3051.94,6683.9,3585.7,,8.0185,9.235483871,,61.3334,129.2
1989-08-01,5.2,7.6,3071.6,6701.6,3620.6,,8.112608696,8.992258065,,61.9394,129.5
1989-09-01,5.3,8.1,3084.875,6721.7,3621.9,,8.1905,9.021,,61.7394,129.9
1989-10-01,5.3,8.5,3105.06,6754.8,3633.6,,8.007619048,8.840645161,,61.6605,130.6
1989-11-01,5.4,8.6,3135.65,6761.3,3643.3,,7.874285714,8.548,,61.8627,131.1
1989-12-01,5.4,7.8,3159.15,6761.4,3684.2,,7.836,8.452580645,,62.2192,131.6
1990-01-01,5.4,8,3173.16,6801,3730.7,,8.206666667,8.229032258,,61.9021,132.1
1990-02-01,5.3,8.6,3169.175,6815.1,3728.2,,8.473157895,8.237142857,,62.464,132.7
1990-03-01,5.2,8.3,3189.875,6816.9,3754.9,,8.588636364,8.276774194,,62.7645,133.5
1990-04-01,5.4,8.8,3216.7,6860.6,3770,,8.7855,8.255,,62.6499,134
1990-05-01,5.4,8.7,3186.15,6852.4,3775.8,,8.758181818,8.176451613,,62.8126,134.4
1990-06-01,5.2,8.6,3209.05,6862.3,3804.5,,8.48,8.288666667,,63.0256,135.1
1990-07-01,5.5,8.7,3222.34,6886.1,3821.7,,8.471428571,8.152580645,,62.9353,135.8
1990-08-01,5.7,8.1,3238.6,6842.8,3848.3,,8.752608696,8.134193548,,63.172,136.6
1990-09-01,5.9,8.1,3249.275,6839.5,3870.1,,8.893157895,8.195,,63.1832,137.1
1990-10-01,5.9,7.8,3251.76,6783.4,3870.6,,8.719545455,8.112580645,,62.7886,137.6
1990-11-01,6.2,7.9,3265.1,6785.1,3871.9,,8.392,7.806666667,,62.0154,138
1990-12-01,6.3,8.8,3281.66,6824.1,3861.3,,8.075,7.312903226,,61.5915,138.6
1991-01-01,6.4,9.3,3291.175,6804.7,3841,,8.091904762,6.906451613,,61.3624,139.5
1991-02-01,6.6,8.8,3293.7,6814,3866.7,,7.854736842,6.2525,,60.9255,140.2
1991-03-01,6.8,8,3322.15,6824.9,3913,,8.11,6.11516129,,60.5853,140.5
1991-04-01,6.7,8.6,3347.98,6851.7,3907.1,,8.039090909,5.912333333,,60.7604,140.9
1991-05-01,6.9,8.4,3329.675,6852.9,3933.2,,8.067727273,5.782903226,,61.3572,141.3
1991-06-01,6.9,8.9,3348.75,6888.5,3940.5,,8.284,5.899666667,,61.8396,141.8
1991-07-01,6.8,8.2,3353.28,6875.2,3966,,8.272727273,5.820967742,,62.0065,142.3
1991-08-01,6.9,8.6,3352.325,6891.4,3969.1,,7.9,5.661290323,,62.0141,142.9
1991-09-01,6.9,8.8,3346.62,6910.5,3984.7,,7.65,5.447,,62.5457,143.4
1991-10-01,7,9.3,3355.025,6921.1,3976,,7.527272727,5.209677419,,62.4572,143.7
1991-11-01,7,9,3367.775,6932.2,4003.6,,7.417368421,4.811333333,,62.371,144.2
1991-12-01,7.3,9.7,3384.58,6995.7,4020.5,,7.088571429,4.434193548,,62.0999,144.7
1992-01-01,7.3,9.4,3385.85,7065.3,4084.7,,7.032380952,4.034193548,,61.7744,145.1
1992-02-01,7.4,9.8,3387.2,7097.8,4099.5,,7.337894737,4.057586207,,62.2167,145.4
1992-03-01,7.4,9.7,3401.84,7105.5,4117,,7.542272727,3.983225806,,62.7223,145.9
1992-04-01,7.4,9.9,3423.375,7126.8,4131.5,,7.48047619,3.734666667,,63.1981,146.3
1992-05-01,7.6,9.9,3388.225,7161.1,4158.4,,7.392,3.823225806,,63.4008,146.8
1992-06-01,7.8,10.1,3387.46,7191.7,4177.1,,7.261818182,3.762666667,,63.4358,147.1
1992-07-01,7.7,9.6,3394.875,7187,4204.8,,6.844545455,3.253548387,,64.013,147.6
1992-08-01,7.6,9.7,3394.56,7212.8,4220.9,,6.585714286,3.303225806,,63.6652,147.9
1992-09-01,7.6,8.7,3402.075,7179.5,4255.3,,6.415238095,3.219666667,,63.8563,148.1
1992-10-01,7.3,8,3417.15,7133.6,4284.7,,6.589047619,3.099032258,,64.3089,148.8
1992-11-01,7.4,8,3430.88,7144.5,4300.5,,6.873157895,3.087666667,,64.563,149.2
1992-12-01,7.4,10.6,3441.25,7399,4336.4,,6.77,2.919677419,,64.6477,149.6
1993-01-01,7.3,8.6,3434.275,7237.6,4340.7,,6.6,3.024193548,458080,64.9199,150.1
1993-02-01,7.1,8.9,3398.625,7271.8,4355.3,,6.258947368,3.027142857,462967,65.2156,150.6
1993-03-01,7,8.9,3407.42,7249.2,4352.5,,5.975217391,3.074193548,458399,65.1605,150.8
1993-04-01,7.1,8.7,3433.1,7286.8,4393.4,,5.96952381,2.957666667,469425,65.3503,151.4
1993-05-01,7.1,8.3,3422.3,7276.3,4422.4,,6.0355,2.996129032,468998,65.0993,151.8
1993-06-01,7,7.8,3440.55,7262.9,4440,,5.962727273,3.038,480247,65.2428,152.1
1993-07-01,6.9,7.6,3444.075,7281.2,4468.9,,5.805238095,3.055483871,483571,65.3988,152.3
1993-08-01,6.8,7.7,3439.02,7291.8,4481.1,,5.677727273,3.032258065,491494,65.3265,152.8
1993-09-01,6.7,6.9,3445.225,7271.9,4511.5,,5.36,3.086333333,497297,65.6562,152.9
1993-10-01,6.8,6.3,3451.75,7236.4,4532.8,,5.334,2.992580645,492823,66.1632,153.4
1993-11-01,6.6,6.3,3469.22,7256.4,4554.1,,5.724,3.018,515934,66.4831,153.9
1993-12-01,6.5,9.1,3494.675,7503.7,4571.1,,5.774090909,2.95516129,533150,66.8399,154.3
1994-01-01,6.6,7.1,3481.8,7363.1,4585.1,105.21,5.7505,3.050645161,513314,67.0596,154.5
1994-02-01,6.6,6.5,3459.675,7377.2,4632.6,104.66,5.973157895,3.245,513196,67.106,154.8
1994-03-01,6.5,6.8,3476.975,7401.7,4646,104.78,6.482608696,3.335806452,521040,67.7792,155.3
1994-04-01,6.4,6.4,3507.15,7402,4671.1,104.68,6.972105263,3.555,528063,68.1906,155.5
1994-05-01,6.1,7.6,3472.84,7487.4,4669.5,103.78,7.183333333,4.010967742,532328,68.5136,155.9
1994-06-01,6.1,6.9,3478.875,7475.5,4708.9,103.42,7.101363636,4.245666667,536198,68.9608,156.4
1994-07-01,6.1,7,3492.175,7481.7,4720.6,102.02,7.298,4.256129032,537232,69.0536,156.7
1994-08-01,6,6.5,3481.5,7490.5,4762.6,101.74,7.236086957,4.474516129,537960,69.5074,157.1
1994-09-01,5.9,6.8,3479.375,7523.2,4775,100.59,7.457142857,4.733666667,538215,69.7304,157.5
1994-10-01,5.8,7.1,3475.42,7594.7,4812.9,99.78,7.744,4.76,533273,70.2734,157.8
1994-11-01,5.6,7,3492,7594.4,4825.6,100.01,7.955,5.294666667,539150,70.7471,158.2
1994-12-01,5.5,7.2,3506.875,7629.1,4841.6,102.21,7.813809524,5.453225806,541794,71.4653,158.3
1995-01-01,5.6,7.5,3497.42,7653.7,4851.2,104.47,7.7795,5.527419355,543930,71.5873,159
1995-02-01,5.4,7.8,3474.675,7669.1,4850.8,103.56,7.469473684,5.915357143,537826,71.4827,159.4
1995-03-01,5.4,7.5,3491.2,7690.3,4885.4,102.11,7.204782609,5.976451613,542715,71.5962,159.9
1995-04-01,5.8,6.9,3525.225,7633.6,4890.2,98.05,7.062631579,6.047333333,543096,71.4939,160.4
1995-05-01,5.6,7.1,3502.58,7710.9,4933.1,97.53,6.632727273,6.009032258,542566,71.8245,160.7
1995-06-01,5.6,6.7,3544.8,7734,4977.5,97.59,6.168181818,6.001333333,546131,72.0577,161.1
1995-07-01,5.7,7.1,3566.22,7751.4,4970.2,97.55,6.278,5.851935484,547342,71.7421,161.4
1995-08-01,5.7,6.7,3585.875,7756.6,5005.3,100,6.48826087,5.73516129,550996,72.6863,161.8
1995-09-01,5.6,6.8,3596.4,7782,5020.5,101.16,6.1975,5.804666667,554011,72.989,162.2
1995-10-01,5.5,7.1,3598.32,7790.9,5013.9,101.16,6.044761905,5.756129032,555132,72.8743,162.7
1995-11-01,5.6,6.6,3622.825,7812.3,5055.6,102.29,5.93047619,5.803,557445,73.0432,163
1995-12-01,5.6,6.1,3648.15,7823,5097.5,102.5,5.7115,5.601935484,557953,73.3148,163.1
1996-01-01,5.6,6.7,3654.66,7833.7,5085.7,103.02,5.652380952,5.56483871,575138,72.9017,163.7
1996-02-01,5.5,6.7,3644.8,7894.3,5132.8,103,5.8055,5.224482759,568052,73.955,164
1996-03-01,5.5,6.6,3689.075,7919.9,5173.3,103.05,6.268571429,5.314193548,574538,73.8546,164.4
1996-04-01,5.6,5.7,3717.46,7872.3,5208,102.87,6.511363636,5.223666667,590464,74.6152,164.6
1996-05-01,5.6,6.7,3689.225,7972,5223.8,103,6.736818182,5.23516129,600186,75.15,165
1996-06-01,5.3,7.1,3720.125,8020.3,5229.8,103.37,6.912,5.273333333,602150,75.719,165.4
1996-07-01,5.5,6.7,3730.08,7999.4,5251.9,103.42,6.865454545,5.396451613,599899,75.7189,165.7
1996-08-01,5.1,6.6,3742.825,8019.8,5275,102.69,6.635454545,5.222903226,603959,76.0875,166
1996-09-01,5.2,6.7,3742.02,8038.7,5296.6,103.06,6.832,5.299,615466,76.5959,166.5
1996-10-01,5.2,6.4,3759.35,8038.2,5328.5,103.7,6.533636364,5.238064516,621761,76.5662,166.8
1996-11-01,5.4,6.4,3790.25,8060.2,5351.2,103.22,6.203684211,5.311,620812,77.2493,167.2
1996-12-01,5.4,6.4,3834.76,8087.7,5378.6,103.83,6.302380952,5.294516129,606078,77.7342,167.4
1997-01-01,5.3,6.2,3845.225,8110.8,5411.1,104.71,6.579047619,5.254516129,608608,77.8711,167.8
1997-02-01,5.2,6.2,3831.625,8133.4,5434,106.49,6.419473684,5.185714286,615415,78.7993,168.1
1997-03-01,5.2,6.4,3868.18,8172.1,5454.2,107.49,6.6945,5.386129032,620467,79.2746,168.4
1997-04-01,5.1,6.5,3910.35,8178.2,5459.3,107.74,6.885454545,5.507333333,616175,79.3464,168.9
1997-05-01,4.9,6.8,3866.45,8214.1,5460.2,106.19,6.710952381,5.504193548,624743,79.773,169.2
1997-06-01,5,6.6,3896,8240.5,5494.2,105.82,6.493809524,5.555666667,626396,80.1365,169.4
1997-07-01,4.9,6.1,3919.525,8271.7,5548.8,106.95,6.220454545,5.521290323,637410,80.7798,169.7
1997-08-01,4.8,6,3948.2,8314.6,5587,108.77,6.298571429,5.542258065,639593,81.6119,169.8
1997-09-01,4.9,6.2,3960.04,8336.4,5601.7,108.94,6.208571429,5.540666667,646526,82.4022,170.2
1997-10-01,4.7,6.2,3977.675,8377.6,5637.7,109.49,6.029545455,5.496129032,653196,83.1064,170.6
1997-11-01,4.6,6.4,4006.9,8431.8,5661.1,111.3,5.875,5.521666667,643710,83.7534,170.8
1997-12-01,4.7,6.4,4049.28,8480.3,5692.1,114.82,5.808636364,5.50483871,642021,84.1331,171.2
1998-01-01,4.6,7.4,4068.95,8554.9,5689.9,117.66,5.5445,5.557419355,645686,84.5113,171.6
1998-02-01,4.6,7.4,4069.5,8608.9,5723.8,115.88,5.574736842,5.505714286,648121,84.6409,171.9
1998-03-01,4.7,7.5,4124.66,8658.3,5750.3,115.4,5.647272727,5.493548387,666906,84.6684,172.2
1998-04-01,4.3,7.2,4181.95,8685.6,5788.1,115.19,5.637619048,5.445333333,674351,84.9827,172.5
1998-05-01,4.4,6.9,4138.75,8721.1,5837.9,116.02,5.6525,5.488709677,674325,85.5129,172.9
1998-06-01,4.5,6.8,4169.36,8770.5,5871.7,118.57,5.496363636,5.558666667,703177,84.998,173.2
1998-07-01,4.5,6.9,4195.35,8786,5890,119.09,5.461363636,5.535806452,696540,84.6664,173.5
1998-08-01,4.5,6.8,4215.96,8814.4,5925,121.17,5.341904762,5.546774194,698156,86.4183,174
1998-09-01,4.6,6.4,4255.05,8840.5,5965.6,119.11,4.806666667,5.511666667,707561,86.3287,174.2
1998-10-01,4.5,6.2,4287.4,8853.3,5998.8,115.56,4.53,5.070967742,707943,86.9767,174.4
1998-11-01,4.4,6.3,4338.64,8889.8,6015.4,115.19,4.827368421,4.826,707845,86.9005,174.8
1998-12-01,4.4,5.8,4397.8,8907.1,6070.5,114.12,4.645,4.683548387,706989,87.2514,175.4
1999-01-01,4.3,6.4,4416.9,8956.4,6073.9,114.17,4.722105263,4.632580645,708818,87.6357,175.6
1999-02-01,4.4,6.3,4410.475,8987.9,6099.2,115.39,4.998947368,4.764642857,726308,88.1298,175.6
1999-03-01,4.2,6,4447.82,8996.9,6133,116.82,5.232608696,4.809354839,737226,88.2987,175.7
1999-04-01,4.3,5,4510.25,8969,6199.5,116.44,5.184545455,4.736333333,728788,88.4947,176.3
1999-05-01,4.2,4.8,4459.84,8986.1,6232.1,116.15,5.5395,4.742258065,727358,89.0447,176.5
1999-06-01,4.3,4.7,4495.025,9018.1,6260.3,116.82,5.899545455,4.764666667,739167,88.9802,176.6
1999-07-01,4.3,4.8,4519.2,9036.7,6287.6,117.19,5.791904762,4.994193548,745815,89.5155,177.1
1999-08-01,4.2,4.7,4534.76,9076.4,6331.9,115.87,5.939090909,5.072258065,741524,89.8984,177.3
1999-09-01,4.2,4.1,4555.225,9066.3,6386.5,115.11,5.915238095,5.224333333,751402,89.496,177.8
1999-10-01,4.1,4.4,4571.525,9117.2,6411.4,114.63,6.112,5.2,759906,90.6725,178.1
1999-11-01,4.1,4.6,4602.56,9177.2,6448.7,114.88,6.034,5.42,781199,91.1438,178.4
1999-12-01,4,4.2,4660.075,9248.6,6541,114.76,6.275454545,5.295806452,789431,91.8444,178.7
2000-01-01,4,5,4674.3,9309.1,6542.9,114.54,6.661,5.448387097,784940,91.7942,179.3
2000-02-01,4.1,4.5,4673.7,9345.2,6625.3,116.2,6.5195,5.734827586,793737,92.1272,179.4
2000-03-01,4,4.3,4731.3,9370.3,6686.5,116.91,6.256521739,5.853548387,809459,92.4733,180
2000-04-01,3.8,4.8,4814.475,9418.3,6679.1,117.45,5.990526316,6.019666667,804766,93.0619,180.3
2000-05-01,4,4.8,4731.84,9457.3,6709.7,120.23,6.440454545,6.268064516,805005,93.3427,180.7
2000-06-01,4,4.8,4759.5,9483.3,6746.9,119.3,6.097272727,6.528333333,795411,93.3908,181.1
2000-07-01,4,5.1,4770.1,9533.3,6768.5,119.54,6.054,6.544516129,783795,93.204,181.5
2000-08-01,4.1,5.2,4805.225,9591.5,6802.8,120.18,5.826086957,6.496774194,805341,92.9637,181.9
2000-09-01,3.9,4.5,4838.8,9601.5,6888.6,121.41,5.799,6.517,814330,93.3533,182.3
2000-10-01,3.9,4.8,4848.78,9627.4,6893.8,123.27,5.738571429,6.509354839,816100,93.0019,182.6
2000-11-01,3.9,4.7,4881.275,9629.8,6909.8,123.89,5.717142857,6.514333333,820054,93.0137,183.1
2000-12-01,3.9,4.4,4938.775,9647.6,6952.2,122.55,5.2405,6.402258065,811516,92.7388,183.3
2001-01-01,4.2,4.9,4980.6,9697.4,6987.4,123.09,5.160952381,5.975806452,814479,92.2054,183.9
2001-02-01,4.2,5,5001.45,9708.8,7001.8,124.09,5.098947368,5.494285714,813647,91.5813,184.4
2001-03-01,4.3,5.3,5088.3,9733.9,6996.7,126.12,4.885454545,5.310967742,828057,91.3567,184.7
2001-04-01,4.4,5.1,5166.38,9705,7004.2,127.04,5.141,4.802,842392,91.072,185.1
2001-05-01,4.3,4.5,5108.45,9680.9,7052.8,126.86,5.391363636,4.212258065,848146,90.5335,185.3
2001-06-01,4.5,4.4,5158.45,9679.4,7069.7,127.79,5.284285714,3.969666667,855730,90.0322,186
2001-07-01,4.6,5.6,5181.84,9820.7,7082.3,128.17,5.236190476,3.769032258,850471,89.4778,186.4
2001-08-01,4.9,6.6,5223.45,9982.1,7121.7,125.96,4.971304348,3.652580645,847465,89.3838,186.7
2001-09-01,5,7,5329.25,9896.5,7007,126.47,4.731764706,3.069,837412,88.9262,187.1
2001-10-01,5.3,3.1,5315.12,9722.4,7212.9,126.81,4.566818182,2.48516129,845941,88.6365,187.4
2001-11-01,5.5,3.5,5378.425,9733.4,7182.3,127.42,4.6515,2.087,843911,88.1058,188.1
2001-12-01,5.7,3.8,5455.6,9750.3,7166.7,126.91,5.0875,1.817741935,849689,88.0897,188.4
2002-01-01,5.7,5.7,5454.2,9951.9,7184.6,128.23,5.035714286,1.729677419,858654,88.6706,188.7
2002-02-01,5.7,5.5,5463.125,9966.6,7225.2,129.03,4.911578947,1.739642857,862338,88.6723,189.1
2002-03-01,5.7,5.6,5511.05,9973.3,7243.4,128.73,5.284,1.73,844551,89.3624,189.2
2002-04-01,5.9,5.5,5532.86,10007.2,7312.5,128.43,5.210909091,1.753,858240,89.7933,189.7
2002-05-01,5.8,6.2,5498.125,10047.9,7288.9,126.63,5.164545455,1.751290323,850935,90.1629,190
2002-06-01,5.8,6.2,5533.275,10078.5,7322.5,125.19,4.9265,1.750333333,846777,90.9078,190.2
2002-07-01,5.8,5.4,5568.56,10053.5,7387.3,123.5,4.653181818,1.729032258,847129,90.8761,190.5
2002-08-01,5.7,5.4,5619.325,10056.6,7412.6,124.97,4.257272727,1.743225806,839008,90.785,191.1
